"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data33",27.8775,10,55,0.0019,0.0189,0.0015,0.9995,0.9999,-21434.9827,-21793.4173,10951.7087,0.9935,0.9942,0.9992,0.9652,0.5771,"converged normally"
"data34",45.8647,10,55,0,0.0268,0.0024,0.999,0.9998,-26906.6131,-27265.0478,13687.5239,0.9952,0.9945,0.9994,0.9679,0.613,"converged normally"
"data35",20.0989,10,55,0.0283,0.0142,0.0017,0.9997,0.9999,-23624.049,-23982.4837,12046.2418,0.9944,0.9943,0.9993,0.9658,0.5801,"converged normally"
"data36",20.2659,10,55,0.0268,0.0143,0.003,0.9997,0.9999,-25472.7102,-25831.1448,12970.5724,0.9946,0.9945,0.9993,0.9678,0.6007,"converged normally"
"data37",32.1766,10,55,4e-04,0.0211,0.0011,0.9994,0.9999,-23689.5787,-24048.0133,12079.0067,0.9947,0.9946,0.9993,0.9676,0.5771,"converged normally"
"data38",33.2518,10,55,2e-04,0.0216,0.0022,0.9994,0.9999,-25239.8458,-25598.2805,12854.1402,0.9947,0.9946,0.9993,0.9678,0.6065,"converged normally"
"data39",20.0453,10,55,0.0288,0.0142,0.003,0.9997,0.9999,-21898.8556,-22257.2903,11183.6451,0.9947,0.9942,0.9993,0.9638,0.5689,"converged normally"
"data4",19.7118,10,55,0.0321,0.0139,0.002,0.9997,0.9999,-25934.382,-26292.8167,13201.4083,0.9949,0.9948,0.9993,0.968,0.5994,"converged normally"
"data40",24.1901,10,55,0.0071,0.0168,0.0054,0.9996,0.9999,-25835.9404,-26194.3751,13152.1875,0.995,0.9948,0.9994,0.9686,0.592,"converged normally"
"data41",33.1501,10,55,3e-04,0.0215,0.0035,0.9994,0.9999,-23630.1847,-23988.6194,12049.3097,0.9948,0.994,0.9993,0.9656,0.5846,"converged normally"
"data42",25.8895,10,55,0.0039,0.0178,0.001,0.9996,0.9999,-23912.7793,-24271.2139,12190.607,0.9946,0.9944,0.9993,0.9669,0.5933,"converged normally"
"data43",20.9464,10,55,0.0215,0.0148,5e-04,0.9997,0.9999,-24917.8524,-25276.287,12693.1435,0.9947,0.9944,0.9993,0.968,0.598,"converged normally"
"data44",18.6151,10,55,0.0454,0.0131,0.0026,0.9998,0.9999,-25523.484,-25881.9186,12995.9593,0.9947,0.9946,0.9993,0.9678,0.5966,"converged normally"
"data45",30.0678,10,55,8e-04,0.02,0.0015,0.9995,0.9999,-21886.9876,-22245.4222,11177.7111,0.9944,0.9941,0.9993,0.9647,0.5753,"converged normally"
"data46",27.2416,10,55,0.0024,0.0186,0.0019,0.9995,0.9999,-22538.9598,-22897.3944,11503.6972,0.9947,0.994,0.9993,0.967,0.5939,"converged normally"
"data47",30.241,10,55,8e-04,0.0201,0.0029,0.9994,0.9999,-20382.8805,-20741.3151,10425.6575,0.9945,0.9941,0.9993,0.9628,0.5653,"converged normally"
"data48",38.4754,10,55,0,0.0239,0.0052,0.9992,0.9998,-23025.7765,-23384.2111,11747.1056,0.9941,0.9944,0.9993,0.966,0.5845,"converged normally"
"data49",39.2889,10,55,0,0.0242,0.0013,0.9992,0.9998,-23500.4588,-23858.8934,11984.4467,0.9947,0.9943,0.9993,0.9658,0.5856,"converged normally"
"data5",53.2541,10,55,0,0.0294,0.0012,0.9988,0.9997,-23804.8587,-24163.2934,12136.6467,0.9938,0.9946,0.9993,0.9682,0.5857,"converged normally"
"data50",29.1606,10,55,0.0012,0.0196,5e-04,0.9995,0.9999,-26035.2748,-26393.7094,13251.8547,0.9946,0.9947,0.9993,0.9673,0.5887,"converged normally"
"data51",37.0857,10,55,1e-04,0.0233,9e-04,0.9993,0.9998,-23897.5724,-24256.007,12183.0035,0.9938,0.994,0.9993,0.9683,0.5974,"converged normally"
"data52",26.4509,10,55,0.0032,0.0181,0.0013,0.9996,0.9999,-24119.2225,-24477.6571,12293.8286,0.9943,0.9941,0.9993,0.9652,0.5975,"converged normally"
"data53",26.8218,10,55,0.0028,0.0183,0.0047,0.9995,0.9999,-24005.444,-24363.8786,12236.9393,0.9945,0.9945,0.9993,0.9663,0.5921,"converged normally"
"data54",25.9465,10,55,0.0038,0.0179,6e-04,0.9996,0.9999,-25022.6082,-25381.0428,12745.5214,0.9948,0.9946,0.9993,0.9662,0.5981,"converged normally"
"data55",27.5867,10,55,0.0021,0.0188,0.0034,0.9995,0.9999,-24865.9741,-25224.4087,12667.2043,0.9949,0.9943,0.9993,0.9666,0.5911,"converged normally"
"data56",15.2856,10,55,0.122,0.0103,0.0026,0.9999,1,-25195.8382,-25554.2729,12832.1364,0.9946,0.9943,0.9993,0.9667,0.5899,"converged normally"
"data57",37.2868,10,55,1e-04,0.0234,0.001,0.9993,0.9998,-25734.1093,-26092.5439,13101.272,0.9945,0.9944,0.9993,0.9679,0.6006,"converged normally"
"data58",22.1183,10,55,0.0145,0.0156,0.0011,0.9997,0.9999,-19753.2794,-20111.714,10110.857,0.9941,0.994,0.9993,0.9624,0.5622,"converged normally"
"data59",27.8571,10,55,0.0019,0.0189,5e-04,0.9995,0.9999,-25391.1868,-25749.6214,12929.8107,0.9947,0.9946,0.9993,0.9679,0.6021,"converged normally"
"data6",42.1688,10,55,0,0.0254,0.0049,0.9991,0.9998,-26508.5406,-26866.9752,13488.4876,0.9947,0.9945,0.9994,0.9676,0.6052,"converged normally"
"data60",20.4158,10,55,0.0256,0.0144,0.0022,0.9997,0.9999,-22309.3066,-22667.7412,11388.8706,0.9946,0.9941,0.9993,0.9646,0.5755,"converged normally"
"data7",29.4975,10,55,0.001,0.0197,8e-04,0.9995,0.9999,-22245.085,-22603.5196,11356.7598,0.9943,0.9944,0.9993,0.9652,0.5771,"converged normally"
"data8",27.6852,10,55,0.002,0.0188,0.0012,0.9995,0.9999,-24421.1304,-24779.565,12444.7825,0.995,0.9943,0.9993,0.967,0.5782,"converged normally"
"data9",36.377,10,55,1e-04,0.023,0.0016,0.9993,0.9998,-22212.8816,-22571.3163,11340.6581,0.9944,0.9943,0.9993,0.9662,0.5747,"converged normally"
