"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data27",35.6908,11,54,2e-04,0.0212,0.0021,0.9996,0.9999,14884.1182,14532.2005,-7212.1003,0.9997,0.9999,0.9997,0.968,0.5911,"converged normally"
"data28",25.2566,11,54,0.0084,0.0161,0.0036,0.9997,0.9999,13461.3366,13109.419,-6500.7095,0.9997,0.9999,0.9997,0.9642,0.5567,"converged normally"
"data29",25.094,11,54,0.0088,0.016,0.0017,0.9997,0.9999,12634.2518,12282.3342,-6087.1671,0.9997,0.9999,0.9997,0.9627,0.5337,"converged normally"
"data3",14.0612,11,54,0.2296,0.0075,0.0024,0.9999,1,15593.4102,15241.4926,-7566.7463,0.9998,0.9999,0.9998,0.9679,0.576,"converged normally"
"data30",40.4948,11,54,0,0.0232,0.0022,0.9995,0.9999,13989.4188,13637.5011,-6764.7506,0.9998,0.9999,0.9998,0.9671,0.5619,"converged normally"
"data31",40.1417,11,54,0,0.023,9e-04,0.9995,0.9999,13313.9575,12962.0398,-6427.0199,0.9997,0.9999,0.9997,0.9658,0.5721,"converged normally"
"data32",18.1072,11,54,0.0791,0.0114,0.0015,0.9999,1,15199.1225,14847.2049,-7369.6025,0.9997,0.9999,0.9997,0.9649,0.5735,"converged normally"
"data33",33.8162,11,54,4e-04,0.0204,0.0037,0.9996,0.9999,12507.2764,12155.3587,-6023.6794,0.9997,0.9999,0.9997,0.9643,0.564,"converged normally"
"data34",34.6309,11,54,3e-04,0.0207,0.002,0.9996,0.9999,14669.9885,14318.0709,-7105.0354,0.9997,0.9999,0.9997,0.9669,0.5661,"converged normally"
"data35",40.3389,11,54,0,0.0231,8e-04,0.9995,0.9999,14657.7639,14305.8463,-7098.9232,0.9997,0.9999,0.9997,0.9667,0.566,"converged normally"
"data36",24.2042,11,54,0.0119,0.0155,0.0012,0.9998,0.9999,14529.6389,14177.7213,-7034.8606,0.9997,0.9999,0.9997,0.9637,0.5744,"converged normally"
"data37",56.6556,11,54,0,0.0288,0.0033,0.9992,0.9998,13894.0127,13542.095,-6717.0475,0.9997,0.9999,0.9997,0.9686,0.574,"converged normally"
"data38",60.0862,11,54,0,0.0299,0.0019,0.9991,0.9998,13603.0262,13251.1085,-6571.5543,0.9997,0.9999,0.9997,0.9628,0.5593,"converged normally"
"data39",31.5212,11,54,9e-04,0.0193,0.0048,0.9996,0.9999,12963.5953,12611.6776,-6251.8388,0.9997,0.9999,0.9997,0.9645,0.5639,"converged normally"
"data4",40.6682,11,54,0,0.0232,0.0024,0.9995,0.9999,12654.1179,12302.2003,-6097.1001,0.9997,0.9999,0.9997,0.9627,0.5624,"converged normally"
"data40",33.3717,11,54,5e-04,0.0202,0.003,0.9996,0.9999,15387.1582,15035.2405,-7463.6203,0.9998,0.9999,0.9998,0.9693,0.5813,"converged normally"
"data41",44.0649,11,54,0,0.0245,0.0031,0.9994,0.9999,13657.766,13305.8484,-6598.9242,0.9997,0.9999,0.9997,0.9652,0.5647,"converged normally"
"data42",16.8247,11,54,0.1132,0.0103,0.0016,0.9999,1,14496.5129,14144.5953,-7018.2976,0.9997,0.9999,0.9997,0.9661,0.568,"converged normally"
"data43",27.0939,11,54,0.0044,0.0171,0.002,0.9997,0.9999,14100.189,13748.2714,-6820.1357,0.9997,0.9999,0.9997,0.9673,0.5643,"converged normally"
"data44",33.0138,11,54,5e-04,0.02,0.0012,0.9996,0.9999,14225.8944,13873.9768,-6882.9884,0.9997,0.9999,0.9997,0.9662,0.5748,"converged normally"
"data45",36.717,11,54,1e-04,0.0216,0.001,0.9995,0.9999,13992.4155,13640.4978,-6766.2489,0.9997,0.9999,0.9997,0.9666,0.5724,"converged normally"
"data46",701.8709,11,54,0,0.1121,0.0032,0.9876,0.997,14157.5657,13805.648,-6848.824,0.1121,0.9997,0.9665,0.5623,701.8709,"converged normally"
"data47",14.6686,11,54,0.1982,0.0082,0.0017,0.9999,1,14413.8664,14061.9487,-6976.9744,0.9997,0.9999,0.9997,0.9664,0.5587,"converged normally"
"data48",43.6937,11,54,0,0.0244,0.0031,0.9994,0.9999,13854.1321,13502.2145,-6697.1072,0.9997,0.9999,0.9997,0.966,0.5697,"converged normally"
"data49",17.1258,11,54,0.1042,0.0106,0.0045,0.9999,1,13728.053,13376.1354,-6634.0677,0.9997,0.9999,0.9997,0.9662,0.591,"converged normally"
"data5",46.9797,11,54,0,0.0256,0.0039,0.9994,0.9998,15087.3427,14735.4251,-7313.7126,0.9998,0.9999,0.9998,0.9665,0.5695,"converged normally"
"data50",31.6336,11,54,9e-04,0.0194,0.0013,0.9996,0.9999,14102.7733,13750.8557,-6821.4279,0.9998,0.9999,0.9997,0.9646,0.5775,"converged normally"
"data51",35.7368,11,54,2e-04,0.0212,0.0048,0.9996,0.9999,15149.793,14797.8754,-7344.9377,0.9998,0.9999,0.9998,0.966,0.5583,"converged normally"
"data52",17.1032,11,54,0.1049,0.0105,0.0013,0.9999,1,13459.5884,13107.6707,-6499.8354,0.9997,0.9999,0.9997,0.9652,0.5812,"converged normally"
"data53",16.3457,11,54,0.1288,0.0099,0.0012,0.9999,1,12924.9928,12573.0752,-6232.5376,0.9997,0.9999,0.9997,0.9632,0.5699,"converged normally"
"data54",36.5456,11,54,1e-04,0.0216,0.0025,0.9995,0.9999,14078.1817,13726.2641,-6809.132,0.9997,0.9999,0.9997,0.9645,0.5641,"converged normally"
"data55",41.8147,11,54,0,0.0237,0.0018,0.9994,0.9999,13888.5929,13536.6752,-6714.3376,0.9997,0.9999,0.9997,0.966,0.5775,"converged normally"
"data56",35.6228,11,54,2e-04,0.0212,0.0061,0.9995,0.9999,12539.3129,12187.3952,-6039.6976,0.9996,0.9998,0.9996,0.9634,0.5543,"converged normally"
"data57",33.3963,11,54,5e-04,0.0202,0.0036,0.9996,0.9999,15640.2958,15288.3782,-7590.1891,0.9998,0.9999,0.9998,0.9682,0.5718,"converged normally"
"data58",39.6338,11,54,0,0.0228,0.0016,0.9995,0.9999,16058.8679,15706.9503,-7799.4751,0.9998,0.9999,0.9998,0.9693,0.5925,"converged normally"
"data59",30.9276,11,54,0.0011,0.019,0.0018,0.9996,0.9999,12476.0861,12124.1685,-6008.0843,0.9997,0.9999,0.9997,0.9606,0.5502,"converged normally"
"data6",39.3175,11,54,0,0.0227,8e-04,0.9995,0.9999,14220.0457,13868.1281,-6880.0641,0.9997,0.9999,0.9997,0.964,0.5651,"converged normally"
"data60",19.4896,11,54,0.0529,0.0124,0.0048,0.9998,1,14557.6674,14205.7498,-7048.8749,0.9997,0.9999,0.9997,0.9673,0.5839,"converged normally"
"data7",16.6991,11,54,0.1171,0.0102,0.0057,0.9999,1,12872.5279,12520.6103,-6206.3051,0.9996,0.9999,0.9996,0.9662,0.5829,"converged normally"
"data8",43.3169,11,54,0,0.0242,0.002,0.9994,0.9999,14288.2181,13936.3005,-6914.1502,0.9998,0.9999,0.9997,0.9653,0.5545,"converged normally"
"data9",34.1815,11,54,3e-04,0.0205,0.003,0.9996,0.9999,16788.8607,16436.9431,-8164.4715,0.9998,0.9999,0.9998,0.9706,0.5894,"converged normally"
