"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data44",37586.2565,26,39,0,0.5376,0.0203,0.7649,0.8642,177652.1374,177397.9746,-88659.9873,0.9995,1,0.9678,0.9997,0.8642,"converged normally"
"data45",37604.2824,26,39,0,0.5377,0.0174,0.7713,0.8678,179695.859,179441.6962,-89681.8481,0.9996,1,0.9732,0.9998,0.8795,"converged normally"
"data46",37640.0678,26,39,0,0.538,0.0171,0.7721,0.8683,179426.6718,179172.5091,-89547.2545,0.9996,1,0.9736,0.9998,0.8817,"converged normally"
"data47",37690.5174,26,39,0,0.5383,0.0219,0.7615,0.8622,176906.2997,176652.1369,-88287.0685,0.9994,1,0.9655,0.9997,0.849,"converged normally"
"data48",38043.7545,26,39,0,0.5408,0.0207,0.7633,0.8633,179276.8586,179022.6959,-89472.348,0.9995,1,0.9672,0.9998,0.8677,"converged normally"
"data49",37705.6221,26,39,0,0.5384,0.0203,0.765,0.8642,177569.2765,177315.1138,-88618.5569,0.9995,1,0.9671,0.9997,0.8625,"converged normally"
"data5",37510.927,26,39,0,0.537,0.0227,0.7608,0.8618,175591.8686,175337.7058,-87629.8529,0.9994,1,0.9639,0.9997,0.8487,"converged normally"
"data50",38065.6425,26,39,0,0.541,0.0192,0.7656,0.8646,179013.5491,178759.3863,-89340.6932,0.9995,1,0.9694,0.9998,0.8688,"converged normally"
"data51",37716.3929,26,39,0,0.5385,0.0193,0.7672,0.8655,178748.3841,178494.2213,-89208.1107,0.9995,1,0.9701,0.9998,0.8707,"converged normally"
"data52",37712.9773,26,39,0,0.5385,0.0179,0.7699,0.8671,180009.443,179755.2802,-89838.6401,0.9996,1,0.9719,0.9998,0.8779,"converged normally"
"data53",37751.3977,26,39,0,0.5388,0.0182,0.769,0.8666,179624.8514,179370.6886,-89646.3443,0.9996,1,0.9718,0.9998,0.8745,"converged normally"
"data54",37489.9071,26,39,0,0.5369,0.0202,0.7656,0.8646,177510.0877,177255.9249,-88588.9625,0.9995,1,0.9684,0.9997,0.8629,"converged normally"
"data55",38457.4097,26,39,0,0.5438,0.0178,0.7672,0.8655,181593.7175,181339.5547,-90630.7774,0.9996,1,0.9722,0.9998,0.8817,"converged normally"
"data56",37858.6409,26,39,0,0.5395,0.0214,0.7615,0.8622,177147.9806,176893.8179,-88407.909,0.9994,1,0.9654,0.9997,0.8486,"converged normally"
"data57",37702.6315,26,39,0,0.5384,0.0205,0.7645,0.8639,177982.6067,177728.444,-88825.222,0.9995,1,0.9678,0.9997,0.8602,"converged normally"
"data58",37743.9853,26,39,0,0.5387,0.0184,0.769,0.8665,180347.9004,180093.7376,-90007.8688,0.9996,1,0.9715,0.9998,0.8812,"converged normally"
"data59",37868.089,26,39,0,0.5396,0.0223,0.7603,0.8615,177872.8572,177618.6945,-88770.3472,0.9995,1,0.9647,0.9997,0.858,"converged normally"
"data6",37820.3737,26,39,0,0.5392,0.0189,0.7673,0.8655,178311.7459,178057.5831,-88989.7916,0.9996,1,0.9709,0.9998,0.8752,"converged normally"
"data60",37563.4124,26,39,0,0.5374,0.0203,0.766,0.8648,176849.7322,176595.5694,-88258.7847,0.9995,1,0.9685,0.9997,0.8611,"converged normally"
"data7",37392.2335,26,39,0,0.5362,0.019,0.7692,0.8666,178519.0345,178264.8718,-89093.4359,0.9995,1,0.9704,0.9998,0.8706,"converged normally"
"data8",38060.1617,26,39,0,0.541,0.021,0.7619,0.8625,177938.1886,177684.0258,-88803.0129,0.9995,1,0.9664,0.9997,0.8588,"converged normally"
"data9",38584.6657,26,39,0,0.5447,0.0191,0.7625,0.8628,180346.1805,180092.0178,-90007.0089,0.9995,1,0.9697,0.9997,0.8694,"converged normally"
