"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","X6_r2","X7_r2","X8_r2","status"
"data20",236.9182,36,116,0,0.0334,0.0014,0.9975,0.9993,-41487.5901,-42243.5613,21237.7807,0.9989,0.993,0.9856,0.952,0.986,0.9937,0.9953,0.0296,"converged normally"
"data21",179.297,36,116,0,0.0282,0.0073,0.9982,0.9995,-39106.2434,-39862.2146,20047.1073,0.9987,0.9935,0.986,0.9531,0.9855,0.9928,0.9947,0.0256,"converged normally"
"data22",170.7923,36,116,0,0.0274,0.0018,0.9982,0.9995,-28440.4304,-29196.4016,14714.2008,0.9986,0.9915,0.9823,0.9397,0.9822,0.9918,0.9939,0.0192,"converged normally"
"data23",145.6101,36,116,0,0.0247,0.0074,0.9986,0.9996,-35163.9116,-35919.8828,18075.9414,0.999,0.9909,0.9802,0.9377,0.987,0.9938,0.9954,0.0245,"converged normally"
"data24",184.4744,36,116,0,0.0287,0.0013,0.9982,0.9994,-41562.4089,-42318.3801,21275.19,0.9989,0.9934,0.9856,0.9547,0.9862,0.9935,0.9953,0.0302,"converged normally"
"data25",177.7307,36,116,0,0.0281,0.0024,0.9982,0.9995,-39601.0259,-40356.9971,20294.4986,0.999,0.9931,0.9837,0.9488,0.9857,0.9935,0.9951,0.0252,"converged normally"
"data26",151.8708,36,116,0,0.0254,0.0016,0.9985,0.9996,-34368.1929,-35124.1642,17678.0821,0.9987,0.9929,0.9847,0.9519,0.9824,0.9922,0.9942,0.0231,"converged normally"
"data27",187.0711,36,116,0,0.029,0.0037,0.998,0.9994,-29106.3467,-29862.3179,15047.1589,0.9987,0.9914,0.9804,0.9354,0.9844,0.9925,0.9945,0.0259,"converged normally"
"data28",194.7987,36,116,0,0.0297,0.0036,0.998,0.9994,-39101.1599,-39857.1311,20044.5655,0.9988,0.9932,0.9854,0.957,0.9849,0.993,0.995,0.0149,"converged normally"
"data29",198.6166,36,116,0,0.0301,0.0016,0.9979,0.9994,-29712.602,-30468.5732,15350.2866,0.9987,0.9915,0.9823,0.9439,0.9822,0.9922,0.994,0.0238,"converged normally"
"data3",181.7282,36,116,0,0.0285,0.0085,0.9982,0.9995,-43758.3763,-44514.3476,22373.1738,0.9988,0.9944,0.987,0.958,0.9861,0.9932,0.9948,0.0277,"converged normally"
"data30",179.4098,36,116,0,0.0282,0.0082,0.9982,0.9995,-42165.0575,-42921.0287,21576.5143,0.9987,0.9942,0.9871,0.9587,0.9849,0.9932,0.9947,0.0301,"converged normally"
"data31",182.6406,36,116,0,0.0285,0.0043,0.9982,0.9995,-40944.5365,-41700.5077,20966.2538,0.9988,0.9937,0.9862,0.9574,0.985,0.993,0.9947,0.0207,"converged normally"
"data32",155.9232,36,116,0,0.0258,0.0034,0.9984,0.9995,-27391.3436,-28147.3148,14189.6574,0.9986,0.9913,0.9811,0.9422,0.9829,0.9918,0.994,0.0225,"converged normally"
"data33",157.3672,36,116,0,0.026,0.0037,0.9985,0.9995,-41083.3146,-41839.2859,21035.6429,0.9989,0.9935,0.9857,0.9538,0.9853,0.9934,0.9949,0.02,"converged normally"
"data34",198.7142,36,116,0,0.0301,0.0019,0.9979,0.9994,-35425.7535,-36181.7247,18206.8623,0.9988,0.9928,0.9852,0.9541,0.9849,0.9927,0.9943,0.0329,"converged normally"
"data35",173.8301,36,116,0,0.0277,0.0044,0.9983,0.9995,-40463.6528,-41219.624,20725.812,0.9989,0.9933,0.9848,0.9522,0.9859,0.9932,0.9951,0.0231,"converged normally"
"data36",157.7975,36,116,0,0.026,0.0051,0.9985,0.9995,-38666.2644,-39422.2356,19827.1178,0.9987,0.9938,0.9862,0.9584,0.9844,0.9925,0.9942,0.0323,"converged normally"
"data37",163.1589,36,116,0,0.0266,0.0045,0.9984,0.9995,-34190.2553,-34946.2265,17589.1133,0.9987,0.993,0.9849,0.9522,0.9833,0.9922,0.994,0.0296,"converged normally"
"data38",164.2121,36,116,0,0.0267,0.0012,0.9984,0.9995,-37161.7723,-37917.7435,19074.8717,0.9989,0.9925,0.9831,0.9461,0.9857,0.9933,0.995,0.0287,"converged normally"
"data39",190.0306,36,116,0,0.0293,0.0027,0.9981,0.9994,-37404.1999,-38160.1711,19196.0856,0.9986,0.9937,0.9863,0.9583,0.9842,0.9927,0.9943,0.0251,"converged normally"
"data4",156.9879,36,116,0,0.0259,0.0027,0.9985,0.9995,-38849.832,-39605.8032,19918.9016,0.9988,0.9935,0.986,0.9559,0.9855,0.993,0.9947,0.0243,"converged normally"
"data40",166.305,36,116,0,0.0269,0.0023,0.9983,0.9995,-34279.8859,-35035.8571,17633.9286,0.9987,0.9924,0.9841,0.9495,0.9845,0.9925,0.9945,0.0258,"converged normally"
"data41",195.1863,36,116,0,0.0297,0.0023,0.998,0.9994,-33536.7576,-34292.7288,17262.3644,0.9987,0.9925,0.9843,0.9507,0.9838,0.9923,0.9942,0.0214,"converged normally"
"data42",159.2971,36,116,0,0.0262,0.0044,0.9985,0.9995,-39274.6037,-40030.5749,20131.2875,0.9988,0.9933,0.9853,0.9552,0.985,0.9929,0.9946,0.0242,"converged normally"
"data43",207.0288,36,116,0,0.0308,0.0048,0.9978,0.9994,-35585.0383,-36341.0096,18286.5048,0.9987,0.9927,0.9848,0.9519,0.9855,0.9926,0.9947,0.0328,"converged normally"
"data44",164.1589,36,116,0,0.0267,0.005,0.9984,0.9995,-35308.495,-36064.4662,18148.2331,0.9988,0.9925,0.9831,0.948,0.9846,0.993,0.995,0.0296,"converged normally"
"data45",171.7341,36,116,0,0.0275,0.0041,0.9983,0.9995,-41383.4335,-42139.4047,21185.7024,0.9989,0.9937,0.9863,0.958,0.9858,0.9931,0.995,0.0295,"converged normally"
"data46",162.6871,36,116,0,0.0265,0.0032,0.9984,0.9995,-41097.6561,-41853.6273,21042.8137,0.9989,0.993,0.9852,0.9545,0.9857,0.9936,0.9951,0.0209,"converged normally"
"data47",197.9198,36,116,0,0.03,0.0054,0.9979,0.9994,-33778.8616,-34534.8328,17383.4164,0.9987,0.9924,0.983,0.9475,0.9836,0.9925,0.9944,0.0265,"converged normally"
"data48",136.8015,36,116,0,0.0237,0.0021,0.9987,0.9996,-40364.5809,-41120.5521,20676.2761,0.9988,0.9938,0.9861,0.9566,0.9843,0.9931,0.9948,0.0253,"converged normally"
"data49",163.1478,36,116,0,0.0266,0.0023,0.9984,0.9995,-39154.8475,-39910.8187,20071.4093,0.9987,0.9934,0.9856,0.9559,0.9853,0.9928,0.9949,0.0264,"converged normally"
"data5",178.5507,36,116,0,0.0281,0.0038,0.9983,0.9995,-45277.5148,-46033.486,23132.743,0.9989,0.9946,0.9881,0.9629,0.986,0.9933,0.995,0.0223,"converged normally"
"data50",205.9774,36,116,0,0.0307,0.0029,0.9979,0.9994,-41037.2146,-41793.1858,21012.5929,0.9989,0.9935,0.9859,0.9534,0.9853,0.9931,0.9949,0.0198,"converged normally"
"data51",168.5576,36,116,0,0.0271,0.0056,0.9983,0.9995,-37311.0926,-38067.0638,19149.5319,0.9988,0.9927,0.9846,0.9502,0.9846,0.993,0.995,0.0238,"converged normally"
"data52",149.3137,36,116,0,0.0251,0.0024,0.9986,0.9996,-38842.0823,-39598.0535,19915.0267,0.9989,0.9929,0.9849,0.9518,0.9854,0.9933,0.9949,0.017,"converged normally"
"data53",203.3587,36,116,0,0.0305,0.0077,0.9978,0.9994,-30497.1204,-31253.0917,15742.5458,0.9987,0.9915,0.9815,0.9447,0.9843,0.9925,0.9942,0.0274,"converged normally"
"data54",153.7046,36,116,0,0.0256,0.0026,0.9985,0.9996,-38275.9339,-39031.9051,19631.9526,0.9987,0.9936,0.9866,0.9578,0.9851,0.9927,0.9945,0.0204,"converged normally"
"data55",198.4791,36,116,0,0.03,0.0049,0.9979,0.9994,-33730.8994,-34486.8706,17359.4353,0.9987,0.993,0.9844,0.9515,0.9831,0.9919,0.9939,0.0314,"converged normally"
"data56",220.4055,36,116,0,0.032,0.0064,0.9977,0.9993,-34262.2743,-35018.2455,17625.1228,0.9986,0.9935,0.9863,0.9549,0.9822,0.9915,0.9934,0.0289,"converged normally"
"data57",147.7279,36,116,0,0.0249,0.0024,0.9986,0.9996,-34832.585,-35588.5562,17910.2781,0.9988,0.9922,0.9826,0.9489,0.9856,0.9928,0.9949,0.0315,"converged normally"
"data58",152.7018,36,116,0,0.0255,0.002,0.9985,0.9996,-34247.5496,-35003.5208,17617.7604,0.9987,0.9925,0.9829,0.9463,0.9839,0.9926,0.9949,0.0282,"converged normally"
"data59",189.0594,36,116,0,0.0292,0.0022,0.9981,0.9994,-42669.336,-43425.3073,21828.6536,0.9987,0.9946,0.9889,0.9617,0.9855,0.9923,0.9945,0.026,"converged normally"
"data6",199.083,36,116,0,0.0301,0.0037,0.998,0.9994,-44699.3608,-45455.332,22843.666,0.9988,0.9944,0.9878,0.9595,0.9864,0.9933,0.9947,0.0226,"converged normally"
"data60",199.8686,36,116,0,0.0302,0.0051,0.998,0.9994,-40868.8727,-41624.8439,20928.4219,0.9989,0.9933,0.9853,0.9543,0.9859,0.9933,0.9951,0.0218,"converged normally"
"data7",166.0295,36,116,0,0.0269,0.0028,0.9984,0.9995,-41731.3436,-42487.3148,21359.6574,0.9989,0.9933,0.9855,0.956,0.9865,0.9936,0.9952,0.0234,"converged normally"
"data8",179.8222,36,116,0,0.0283,0.0028,0.9982,0.9995,-36095.8031,-36851.7743,18541.8872,0.9988,0.9922,0.983,0.9467,0.986,0.9932,0.995,0.0226,"converged normally"
"data9",181.1547,36,116,0,0.0284,0.0048,0.9982,0.9995,-36035.3429,-36791.3141,18511.657,0.9988,0.992,0.9819,0.9401,0.9861,0.9935,0.9953,0.0232,"converged normally"
