"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data46",30.4189,25,40,0.209,0.0066,0.0044,0.9999,1,22396.7024,22136.0227,-11028.0114,0.9968,0.9952,0.9882,0.9821,0.5676,"converged normally"
"data47",21.3301,25,40,0.6741,0,0.0016,1.0001,1,14174.2718,13913.592,-6916.796,0.9974,0.9964,0.9921,0.9879,0.5803,"converged normally"
"data48",27.4236,25,40,0.3351,0.0044,0.0043,1,1,21591.3507,21330.6709,-10625.3355,0.997,0.9953,0.989,0.9825,0.5902,"converged normally"
"data49",30.9498,25,40,0.1907,0.0069,0.0053,0.9999,1,22171.5418,21910.8621,-10915.4311,0.997,0.9951,0.9887,0.9829,0.5719,"converged normally"
"data5",27.5709,25,40,0.328,0.0045,0.0027,1,1,11327.214,11066.5342,-5493.2671,0.9977,0.9967,0.9923,0.989,0.5814,"converged normally"
"data50",27.2069,25,40,0.3456,0.0042,0.0043,1,1,22513.119,22252.4393,-11086.2196,0.9966,0.9951,0.9886,0.9827,0.5787,"converged normally"
"data51",15.7432,25,40,0.9223,0,0.0018,1.0001,1,26093.8807,25833.201,-12876.6005,0.9966,0.9947,0.9865,0.9796,0.5889,"converged normally"
"data52",22.0126,25,40,0.635,0,0.0017,1,1,18050.4126,17789.7328,-8854.8664,0.9971,0.9956,0.9903,0.9854,0.5677,"converged normally"
"data53",39.6384,25,40,0.0318,0.0108,0.0029,0.9998,0.9999,18055.2417,17794.562,-8857.281,0.9972,0.9959,0.9903,0.9858,0.6024,"converged normally"
"data54",23.0377,25,40,0.5754,0,0.0013,1,1,17694.9413,17434.2615,-8677.1308,0.9972,0.996,0.9903,0.9853,0.5907,"converged normally"
"data55",23.4061,25,40,0.5539,0,0.002,1,1,20596.6309,20335.9511,-10127.9756,0.9971,0.9955,0.9892,0.9841,0.5925,"converged normally"
"data56",18.663,25,40,0.813,0,0.002,1.0001,1,24586.5487,24325.869,-12122.9345,0.9965,0.9946,0.9873,0.9807,0.5774,"converged normally"
"data57",18.7594,25,40,0.8085,0,0.0013,1.0001,1,19928.9619,19668.2822,-9794.1411,0.997,0.9957,0.9896,0.9845,0.5765,"converged normally"
"data58",11.3285,25,40,0.9912,0,0.0013,1.0002,1,29093.4456,28832.7659,-14376.383,0.9965,0.9937,0.9846,0.9767,0.5692,"converged normally"
"data59",32.7076,25,40,0.1385,0.0079,0.0021,0.9999,0.9999,21195.5376,20934.8579,-10427.4289,0.997,0.9953,0.9892,0.9838,0.5659,"converged normally"
"data6",24.7895,25,40,0.4742,0,0.0044,1,1,22876.673,22615.9933,-11267.9966,0.9968,0.995,0.9881,0.9825,0.5882,"converged normally"
"data60",24.0148,25,40,0.5185,0,0.0052,1,1,25612.6439,25351.9642,-12635.9821,0.997,0.9945,0.9866,0.9793,0.6021,"converged normally"
"data7",39.0095,25,40,0.0368,0.0106,0.0031,0.9998,0.9999,23030.9235,22770.2438,-11345.1219,0.9967,0.995,0.9884,0.9819,0.5825,"converged normally"
"data8",30.5418,25,40,0.2046,0.0067,0.006,0.9999,1,19162.9148,18902.2351,-9411.1175,0.9971,0.9955,0.9897,0.9843,0.5948,"converged normally"
"data9",26.5826,25,40,0.3771,0.0036,0.0021,1,1,22973.0962,22712.4165,-11316.2082,0.9971,0.995,0.9876,0.9817,0.604,"converged normally"
