"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data40",33.3717,11,54,5e-04,0.0202,0.003,0.9996,0.9999,-95228.2306,-95580.1483,47844.0741,0.9998,0.9999,0.9998,0.9693,0.5813,"converged normally"
"data41",44.0649,11,54,0,0.0245,0.0031,0.9994,0.9999,-83963.5318,-84315.4495,42211.7247,0.9997,0.9999,0.9997,0.9652,0.5647,"converged normally"
"data42",16.8247,11,54,0.1132,0.0103,0.0016,0.9999,1,-86338.1889,-86690.1065,43399.0533,0.9997,0.9999,0.9997,0.9661,0.568,"converged normally"
"data43",27.0939,11,54,0.0044,0.0171,0.002,0.9997,0.9999,-87982.0656,-88333.9832,44220.9916,0.9997,0.9999,0.9997,0.9673,0.5643,"converged normally"
"data44",33.0138,11,54,5e-04,0.02,0.0012,0.9996,0.9999,-89474.4536,-89826.3713,44967.1856,0.9997,0.9999,0.9997,0.9662,0.5748,"converged normally"
"data45",36.717,11,54,1e-04,0.0216,0.001,0.9995,0.9999,-87987.5507,-88339.4683,44223.7342,0.9997,0.9999,0.9997,0.9666,0.5724,"converged normally"
"data46",53.5632,11,54,0,0.0278,0.0033,0.9992,0.9998,-86269.3559,-86621.2735,43364.6368,0.9997,0.9999,0.9997,0.9665,0.5623,"converged normally"
"data47",14.6686,11,54,0.1982,0.0082,0.0017,0.9999,1,-88810.4504,-89162.3681,44635.184,0.9997,0.9999,0.9997,0.9664,0.5587,"converged normally"
"data48",43.6937,11,54,0,0.0244,0.0031,0.9994,0.9999,-86643.749,-86995.6667,43551.8333,0.9997,0.9999,0.9997,0.966,0.5697,"converged normally"
"data49",17.1258,11,54,0.1042,0.0106,0.0045,0.9999,1,-84960.494,-85312.4117,42710.2058,0.9997,0.9999,0.9997,0.9662,0.591,"converged normally"
"data5",46.9797,11,54,0,0.0256,0.0039,0.9994,0.9998,-94832.572,-95184.4896,47646.2448,0.9998,0.9999,0.9998,0.9665,0.5695,"converged normally"
"data50",31.6336,11,54,9e-04,0.0194,0.0013,0.9996,0.9999,-90009.1399,-90361.0575,45234.5287,0.9998,0.9999,0.9997,0.9646,0.5775,"converged normally"
"data51",35.7368,11,54,2e-04,0.0212,0.0048,0.9996,0.9999,-92253.1636,-92605.0813,46356.5406,0.9998,0.9999,0.9998,0.966,0.5583,"converged normally"
"data52",17.1032,11,54,0.1049,0.0105,0.0013,0.9999,1,-86671.6112,-87023.5289,43565.7644,0.9997,0.9999,0.9997,0.9652,0.5812,"converged normally"
"data53",16.3457,11,54,0.1288,0.0099,0.0012,0.9999,1,-85162.1594,-85514.077,42811.0385,0.9997,0.9999,0.9997,0.9632,0.5699,"converged normally"
"data54",36.5456,11,54,1e-04,0.0216,0.0025,0.9995,0.9999,-85591.262,-85943.1796,43025.5898,0.9997,0.9999,0.9997,0.9645,0.5641,"converged normally"
"data55",41.8147,11,54,0,0.0237,0.0018,0.9994,0.9999,-86458.3607,-86810.2784,43459.1392,0.9997,0.9999,0.9997,0.966,0.5775,"converged normally"
"data56",35.6228,11,54,2e-04,0.0212,0.0061,0.9995,0.9999,-77453.2323,-77805.1499,38956.5749,0.9996,0.9998,0.9996,0.9634,0.5543,"converged normally"
"data57",33.3963,11,54,5e-04,0.0202,0.0036,0.9996,0.9999,-94868.5464,-95220.4641,47664.232,0.9998,0.9999,0.9998,0.9682,0.5718,"converged normally"
"data58",39.6338,11,54,0,0.0228,0.0016,0.9995,0.9999,-95099.6952,-95451.6128,47779.8064,0.9998,0.9999,0.9998,0.9693,0.5925,"converged normally"
"data59",30.9276,11,54,0.0011,0.019,0.0018,0.9996,0.9999,-83044.8739,-83396.7915,41752.3958,0.9997,0.9999,0.9997,0.9606,0.5502,"converged normally"
"data6",39.3175,11,54,0,0.0227,8e-04,0.9995,0.9999,-86413.9372,-86765.8548,43436.9274,0.9997,0.9999,0.9997,0.964,0.5651,"converged normally"
"data60",19.4896,11,54,0.0529,0.0124,0.0048,0.9998,1,-85645.4358,-85997.3535,43052.6767,0.9997,0.9999,0.9997,0.9673,0.5839,"converged normally"
"data7",16.6991,11,54,0.1171,0.0102,0.0057,0.9999,1,-81535.0946,-81887.0122,40997.5061,0.9996,0.9999,0.9996,0.9662,0.5829,"converged normally"
"data8",43.3169,11,54,0,0.0242,0.002,0.9994,0.9999,-90441.1817,-90793.0994,45450.5497,0.9998,0.9999,0.9997,0.9653,0.5545,"converged normally"
"data9",34.1815,11,54,3e-04,0.0205,0.003,0.9996,0.9999,-95994.1697,-96346.0874,48227.0437,0.9998,0.9999,0.9998,0.9706,0.5894,"converged normally"
