"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data54",25.3265,11,54,0.0082,0.0161,0.0025,0.9996,0.9999,11949.8937,11597.976,-5744.988,0.9478,0.9809,0.997,0.9988,0.5851,"converged normally"
"data55",15.4044,11,54,0.1647,0.0089,0.0027,0.9999,1,13342.0052,12990.0876,-6441.0438,0.9544,0.9829,0.9973,0.9989,0.6018,"converged normally"
"data56",37.5884,11,54,1e-04,0.022,0.0013,0.9993,0.9998,13986.9505,13635.0329,-6763.5164,0.9598,0.9845,0.9976,0.9991,0.6294,"converged normally"
"data57",18.216,11,54,0.0767,0.0115,0.0014,0.9998,1,12027.6715,11675.7539,-5783.8769,0.9512,0.9843,0.9974,0.999,0.6098,"converged normally"
"data58",16.9714,11,54,0.1087,0.0104,0.0025,0.9998,1,13290.7379,12938.8203,-6415.4101,0.9572,0.9835,0.9976,0.9991,0.6284,"converged normally"
"data59",11.3878,11,54,0.4114,0.0027,0.0028,1,1,10844.8527,10492.9351,-5192.4676,0.9498,0.982,0.9969,0.9988,0.5984,"converged normally"
"data6",20.6889,11,54,0.0367,0.0133,0.0028,0.9997,0.9999,11489.1303,11137.2127,-5514.6063,0.9523,0.9836,0.9974,0.999,0.6023,"converged normally"
"data60",10.9158,11,54,0.4503,0,0.0015,1,1,12375.2319,12023.3143,-5957.6571,0.9586,0.9824,0.9973,0.999,0.6031,"converged normally"
"data7",7.8027,11,54,0.7309,0,0.0019,1.0001,1,11957.2372,11605.3196,-5748.6598,0.9477,0.9817,0.9973,0.9989,0.6156,"converged normally"
"data8",14.7735,11,54,0.1931,0.0083,0.0015,0.9999,1,12722.5657,12370.6481,-6131.324,0.9596,0.9826,0.9975,0.999,0.6106,"converged normally"
"data9",21.0814,11,54,0.0325,0.0135,0.0034,0.9997,0.9999,12663.4441,12311.5265,-6101.7632,0.9525,0.9816,0.9969,0.9988,0.61,"converged normally"
