"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data52",75.0366,13,52,0,0.0309,0.0013,0.9983,0.9995,28319.2311,27980.3475,-13938.1737,0.9961,0.9883,0.4069,0.9565,0.9533,"converged normally"
"data53",79.8973,13,52,0,0.0321,4e-04,0.9982,0.9995,29394.3256,29055.442,-14475.721,0.9961,0.9883,0.2459,0.9571,0.9629,"converged normally"
"data54",73.3729,13,52,0,0.0305,7e-04,0.9983,0.9995,28033.4348,27694.5512,-13795.2756,0.996,0.989,0.271,0.9592,0.9581,"converged normally"
"data55",74.0052,13,52,0,0.0306,0.0012,0.9983,0.9995,28497.5466,28158.6629,-14027.3315,0.9963,0.989,0.2773,0.9588,0.9525,"converged normally"
"data56",74.0859,13,52,0,0.0307,0.001,0.9983,0.9995,29990.2461,29651.3625,-14773.6812,0.9961,0.9886,0.2832,0.9564,0.9666,"converged normally"
"data57",90.1335,13,52,0,0.0345,8e-04,0.9979,0.9994,29829.0466,29490.163,-14693.0815,0.9963,0.9896,0.4784,0.9597,0.9635,"converged normally"
"data58",69.0918,13,52,0,0.0294,0.0012,0.9984,0.9995,28077.944,27739.0604,-13817.5302,0.9961,0.9883,0.2614,0.9551,0.9575,"converged normally"
"data59",76.6297,13,52,0,0.0313,7e-04,0.9983,0.9995,29638.5002,29299.6165,-14597.8083,0.9964,0.9898,0.4058,0.9598,0.9599,"converged normally"
"data6",82.6165,13,52,0,0.0327,0.0018,0.9981,0.9994,28884.1513,28545.2676,-14220.6338,0.9962,0.9887,0.3613,0.9572,0.9621,"converged normally"
"data60",93.2436,13,52,0,0.0351,0.0011,0.9978,0.9994,30628.661,30289.7773,-15092.8887,0.9965,0.9898,0.4927,0.9604,0.9683,"converged normally"
"data7",53.6421,13,52,0,0.025,0.0018,0.9989,0.9997,28882.8233,28543.9396,-14219.9698,0.9959,0.9888,0.2429,0.954,0.9602,"converged normally"
"data8",84.781,13,52,0,0.0332,0.0011,0.998,0.9994,28487.9457,28149.0621,-14022.531,0.9959,0.9883,0.2213,0.9563,0.9652,"converged normally"
"data9",66.3875,13,52,0,0.0287,9e-04,0.9985,0.9996,29530.0745,29191.1909,-14543.5954,0.9962,0.9886,0.2572,0.9575,0.9632,"converged normally"
