"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data2",16.7243,11,54,0.1163,0.0102,3e-04,0.9999,1,55236.4529,54884.5353,-27388.2676,0.9602,0.9971,0.9991,0.999,0.9409,"converged normally"
"data20",19.5824,11,54,0.0514,0.0125,0.0017,0.9998,1,55215.1984,54863.2807,-27377.6404,0.9574,0.9976,0.9992,0.9992,0.9517,"converged normally"
"data21",22.1819,11,54,0.023,0.0143,0.0016,0.9998,0.9999,55617.3397,55265.4221,-27578.711,0.9616,0.997,0.999,0.999,0.9391,"converged normally"
"data22",14.7261,11,54,0.1954,0.0082,7e-04,0.9999,1,53386.4431,53034.5254,-26463.2627,0.9585,0.9967,0.999,0.9989,0.9357,"converged normally"
"data23",21.6424,11,54,0.0273,0.0139,7e-04,0.9998,0.9999,53221.4144,52869.4968,-26380.7484,0.9572,0.9966,0.9989,0.9988,0.9317,"converged normally"
"data24",15.0331,11,54,0.181,0.0086,8e-04,0.9999,1,55099.5311,54747.6134,-27319.8067,0.9595,0.9974,0.9991,0.9991,0.9476,"converged normally"
"data25",35.4178,11,54,2e-04,0.0211,0.002,0.9995,0.9999,52329.6504,51977.7328,-25934.8664,0.9539,0.9971,0.9991,0.999,0.9396,"converged normally"
"data26",8.7027,11,54,0.6493,0,0.0013,1,1,55374.6403,55022.7227,-27457.3613,0.9594,0.9971,0.999,0.9989,0.9386,"converged normally"
"data27",16.9498,11,54,0.1094,0.0104,0.0016,0.9999,1,54688.2786,54336.361,-27114.1805,0.9595,0.9972,0.9991,0.999,0.9414,"converged normally"
"data28",13.9065,11,54,0.2382,0.0073,6e-04,0.9999,1,54328.1156,53976.198,-26934.099,0.9593,0.9972,0.9991,0.999,0.9436,"converged normally"
"data29",15.0439,11,54,0.1805,0.0086,6e-04,0.9999,1,53983.6411,53631.7234,-26761.8617,0.9591,0.9968,0.9989,0.9988,0.9322,"converged normally"
"data3",23.6865,11,54,0.0141,0.0152,0.0013,0.9997,0.9999,54720.1125,54368.1948,-27130.0974,0.9572,0.9973,0.9991,0.999,0.9445,"converged normally"
"data30",7.883,11,54,0.7237,0,0.001,1.0001,1,54845.8506,54493.933,-27192.9665,0.96,0.9973,0.9992,0.9991,0.9441,"converged normally"
"data31",19.0521,11,54,0.0602,0.0121,0.0016,0.9998,1,53565.9453,53214.0277,-26553.0138,0.9574,0.9969,0.9989,0.9989,0.9335,"converged normally"
"data32",28.4203,11,54,0.0028,0.0178,0.0013,0.9996,0.9999,52916.3936,52564.476,-26228.238,0.9562,0.9966,0.9989,0.9989,0.9343,"converged normally"
"data33",22.0909,11,54,0.0237,0.0142,8e-04,0.9998,0.9999,55851.7675,55499.8499,-27695.9249,0.9604,0.9975,0.9992,0.9991,0.9494,"converged normally"
"data34",22.4216,11,54,0.0213,0.0144,0.0024,0.9998,0.9999,56462.7145,56110.7969,-28001.3984,0.9611,0.9979,0.9993,0.9993,0.9573,"converged normally"
"data35",24.546,11,54,0.0106,0.0157,3e-04,0.9997,0.9999,55472.8624,55120.9447,-27506.4724,0.9598,0.9975,0.9992,0.9991,0.9451,"converged normally"
"data36",10.2315,11,54,0.5097,0,0.0012,1,1,53977.6371,53625.7194,-26758.8597,0.9615,0.9969,0.999,0.9989,0.937,"converged normally"
"data37",21.1942,11,54,0.0314,0.0136,0.0024,0.9998,0.9999,55085.8812,54733.9636,-27312.9818,0.961,0.9975,0.9992,0.9991,0.945,"converged normally"
"data38",27.5911,11,54,0.0037,0.0174,0.0021,0.9997,0.9999,54174.3457,53822.4281,-26857.214,0.9571,0.9972,0.9991,0.999,0.9433,"converged normally"
"data39",16.9419,11,54,0.1096,0.0104,0.0012,0.9999,1,54431.573,54079.6554,-26985.8277,0.9602,0.997,0.9991,0.999,0.9375,"converged normally"
"data4",13.1543,11,54,0.2834,0.0063,8e-04,1,1,54830.7599,54478.8422,-27185.4211,0.961,0.997,0.999,0.999,0.9404,"converged normally"
"data40",39.7027,11,54,0,0.0228,9e-04,0.9994,0.9999,55362.2998,55010.3821,-27451.1911,0.9592,0.9974,0.9992,0.9991,0.9481,"converged normally"
"data41",29.6582,11,54,0.0018,0.0184,9e-04,0.9996,0.9999,54607.9672,54256.0495,-27074.0248,0.9613,0.9973,0.9991,0.999,0.9415,"converged normally"
"data42",23.6148,11,54,0.0145,0.0151,0.0024,0.9997,0.9999,54650.9141,54298.9964,-27095.4982,0.9577,0.997,0.999,0.999,0.9397,"converged normally"
"data43",32.0999,11,54,7e-04,0.0196,0.0014,0.9996,0.9999,54596.3185,54244.4009,-27068.2005,0.9583,0.9967,0.999,0.9989,0.9368,"converged normally"
"data44",28.7093,11,54,0.0025,0.0179,0.0013,0.9996,0.9999,54654.5266,54302.609,-27097.3045,0.9586,0.9974,0.9991,0.999,0.9441,"converged normally"
"data45",17.9398,11,54,0.083,0.0112,0.0011,0.9999,1,55031.0184,54679.1008,-27285.5504,0.9605,0.9974,0.9991,0.9991,0.9456,"converged normally"
"data46",14.0198,11,54,0.2319,0.0074,0.001,0.9999,1,54141.0476,53789.13,-26840.565,0.9582,0.9971,0.9991,0.999,0.9395,"converged normally"
"data47",33.0354,11,54,5e-04,0.02,6e-04,0.9995,0.9999,53905.1981,53553.2805,-26722.6402,0.9579,0.9965,0.9989,0.9988,0.9286,"converged normally"
"data48",12.5054,11,54,0.3269,0.0052,0.0015,1,1,53513.7867,53161.8691,-26526.9345,0.9587,0.9967,0.999,0.9989,0.934,"converged normally"
"data49",29.1602,11,54,0.0021,0.0182,9e-04,0.9996,0.9999,53894.9583,53543.0407,-26717.5203,0.9604,0.9969,0.999,0.9989,0.9374,"converged normally"
"data5",31.1638,11,54,0.001,0.0191,8e-04,0.9996,0.9999,54601.7369,54249.8193,-27070.9096,0.9572,0.9968,0.999,0.9989,0.9355,"converged normally"
"data50",23.8856,11,54,0.0132,0.0153,6e-04,0.9997,0.9999,54359.2873,54007.3696,-26949.6848,0.9599,0.9971,0.9991,0.999,0.942,"converged normally"
"data51",17.845,11,54,0.0852,0.0112,8e-04,0.9998,1,53218.8349,52866.9172,-26379.4586,0.9589,0.9959,0.9987,0.9986,0.9161,"converged normally"
"data52",6.353,11,54,0.8488,0,8e-04,1.0001,1,55360.789,55008.8714,-27450.4357,0.9616,0.9972,0.9991,0.9991,0.9438,"converged normally"
"data53",9.5406,11,54,0.5721,0,9e-04,1,1,54159.8457,53807.9281,-26849.9641,0.9581,0.9973,0.9991,0.9991,0.943,"converged normally"
"data54",31.2238,11,54,0.001,0.0192,0.0012,0.9996,0.9999,55217.623,54865.7054,-27378.8527,0.9579,0.9971,0.9991,0.999,0.9416,"converged normally"
"data55",21.7558,11,54,0.0263,0.014,0.0016,0.9998,0.9999,55106.5346,54754.617,-27323.3085,0.9607,0.9973,0.9991,0.9991,0.9434,"converged normally"
"data56",7.3792,11,54,0.7676,0,0.0011,1.0001,1,55393.5218,55041.6042,-27466.8021,0.9611,0.9976,0.9993,0.9992,0.9511,"converged normally"
"data57",17.252,11,54,0.1006,0.0107,0.0015,0.9999,1,53170.8063,52818.8887,-26355.4443,0.958,0.9967,0.9989,0.9988,0.9324,"converged normally"
"data58",28.8856,11,54,0.0024,0.018,0.0014,0.9996,0.9999,53510.2532,53158.3356,-26525.1678,0.9573,0.9971,0.9991,0.999,0.9398,"converged normally"
"data59",17.4565,11,54,0.0951,0.0108,4e-04,0.9999,1,54196.6742,53844.7566,-26868.3783,0.9596,0.9971,0.9991,0.999,0.9385,"converged normally"
"data6",18.956,11,54,0.0619,0.012,0.0016,0.9998,1,54557.5447,54205.6271,-27048.8135,0.9589,0.997,0.9991,0.999,0.9408,"converged normally"
"data60",27.0728,11,54,0.0045,0.0171,0.0015,0.9997,0.9999,53500.9787,53149.061,-26520.5305,0.9576,0.9969,0.9991,0.999,0.9393,"converged normally"
"data7",34.9072,11,54,3e-04,0.0209,0.0014,0.9995,0.9999,55880.5893,55528.6716,-27710.3358,0.9617,0.9975,0.9992,0.9992,0.9488,"converged normally"
"data8",25.3304,11,54,0.0082,0.0161,7e-04,0.9997,0.9999,54329.3351,53977.4175,-26934.7088,0.9579,0.9971,0.9991,0.999,0.9379,"converged normally"
"data9",27.7889,11,54,0.0035,0.0175,9e-04,0.9997,0.9999,53506.0456,53154.128,-26523.064,0.9576,0.997,0.9991,0.999,0.9395,"converged normally"
