"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data25",8.8743,8,57,0.353,0.0047,0.0026,1,1,23382.2994,23010.8308,-11448.4154,0.9932,0.9896,0.7833,0.9171,0.9326,"converged normally"
"data26",2.6522,8,57,0.9543,0,6e-04,1.0002,1,21476.2658,21104.7972,-10495.3986,0.9923,0.9906,0.7878,0.9286,0.9455,"converged normally"
"data27",14.6907,8,57,0.0654,0.0129,0.0029,0.9997,0.9999,25245.912,24874.4434,-12380.2217,0.9923,0.9891,0.774,0.917,0.9357,"converged normally"
"data28",3.9542,8,57,0.8612,0,0.0011,1.0002,1,24421.4329,24049.9643,-11967.9821,0.9924,0.9906,0.7844,0.9122,0.934,"converged normally"
"data29",7.594,8,57,0.4741,0,0.002,1,1,22403.4716,22032.003,-10959.0015,0.9931,0.9891,0.7842,0.924,0.9402,"converged normally"
"data3",10.0166,8,57,0.2639,0.0071,0.0027,0.9999,1,24157.3056,23785.837,-11835.9185,0.9928,0.9899,0.7815,0.9184,0.9315,"converged normally"
"data30",7.1337,8,57,0.5223,0,0.002,1,1,23289.3375,22917.8689,-11401.9345,0.9923,0.9902,0.7859,0.9234,0.9363,"converged normally"
"data31",4.6835,8,57,0.7908,0,9e-04,1.0002,1,24086.2063,23714.7377,-11800.3688,0.9925,0.9901,0.7759,0.9196,0.9365,"converged normally"
"data32",5.1521,8,57,0.7412,0,9e-04,1.0001,1,20471.9197,20100.4511,-9993.2255,0.9927,0.9907,0.7912,0.9297,0.9458,"converged normally"
"data33",5.9249,8,57,0.6556,0,0.0038,1.0001,1,19695.343,19323.8744,-9604.9372,0.9927,0.9898,0.7867,0.9347,0.9496,"converged normally"
"data34",11.6174,8,57,0.1691,0.0095,0.0035,0.9998,1,25295.6264,24924.1578,-12405.0789,0.9924,0.99,0.7765,0.9112,0.9329,"converged normally"
"data35",16.8683,8,57,0.0315,0.0149,0.0026,0.9996,0.9999,21802.3119,21430.8433,-10658.4216,0.9926,0.9896,0.7837,0.9272,0.9465,"converged normally"
"data36",8.6059,8,57,0.3766,0.0039,0.0016,1,1,27107.1356,26735.667,-13310.8335,0.9924,0.9899,0.7739,0.9044,0.9238,"converged normally"
"data37",7.1532,8,57,0.5202,0,0.0017,1,1,22294.2635,21922.7949,-10904.3974,0.993,0.9895,0.7802,0.9233,0.9446,"converged normally"
"data38",9.8136,8,57,0.2784,0.0067,0.0023,0.9999,1,25012.599,24641.1303,-12263.5652,0.9925,0.9904,0.7788,0.9121,0.9325,"converged normally"
"data39",8.788,8,57,0.3605,0.0044,0.0013,1,1,20003.0744,19631.6058,-9758.8029,0.9929,0.99,0.791,0.9309,0.9493,"converged normally"
"data4",17.4846,8,57,0.0254,0.0154,0.004,0.9995,0.9999,25398.3003,25026.8317,-12456.4158,0.9923,0.9897,0.7825,0.911,0.9312,"converged normally"
"data40",4.4868,8,57,0.8108,0,0.0016,1.0002,1,23403.0002,23031.5316,-11458.7658,0.9919,0.9898,0.7799,0.9245,0.942,"converged normally"
"data41",9.2323,8,57,0.3231,0.0056,0.0038,0.9999,1,22159.7121,21788.2435,-10837.1217,0.9923,0.9902,0.786,0.927,0.9445,"converged normally"
"data42",8.1527,8,57,0.4187,0.002,0.0026,1,1,24051.3938,23679.9252,-11782.9626,0.9925,0.9895,0.7816,0.9212,0.935,"converged normally"
"data43",25.2728,8,57,0.0014,0.0208,0.0042,0.9992,0.9999,25337.777,24966.3084,-12426.1542,0.9918,0.9897,0.7757,0.9199,0.9346,"converged normally"
"data44",8.0346,8,57,0.4301,9e-04,0.0027,1,1,20369.1229,19997.6543,-9941.8271,0.9928,0.9891,0.787,0.9336,0.9494,"converged normally"
"data45",12.6851,8,57,0.1232,0.0108,0.0031,0.9998,1,24059.3709,23687.9023,-11786.9511,0.9924,0.99,0.779,0.9202,0.9344,"converged normally"
"data46",7.8161,8,57,0.4516,0,0.0031,1,1,23457.4163,23085.9477,-11485.9738,0.9924,0.9901,0.7754,0.9231,0.9403,"converged normally"
"data47",5.2377,8,57,0.7319,0,0.0014,1.0001,1,20780.8128,20409.3442,-10147.6721,0.9935,0.9903,0.7825,0.9284,0.9453,"converged normally"
"data48",6.9551,8,57,0.5415,0,0.0014,1.0001,1,25822.4463,25450.9777,-12668.4889,0.9925,0.9903,0.7698,0.9093,0.928,"converged normally"
"data49",6.7696,8,57,0.5617,0,0.0015,1.0001,1,20970.7763,20599.3077,-10242.6539,0.9926,0.9897,0.7851,0.9312,0.9485,"converged normally"
"data5",16.33,8,57,0.0379,0.0144,0.0033,0.9996,0.9999,23124.9819,22753.5133,-11319.7566,0.9931,0.9902,0.7821,0.9194,0.9337,"converged normally"
"data50",9.4186,8,57,0.3082,0.006,0.0046,0.9999,1,22403.0324,22031.5638,-10958.7819,0.9922,0.9902,0.777,0.928,0.9452,"converged normally"
"data51",10.5762,8,57,0.2269,0.008,0.0029,0.9999,1,22167.2778,21795.8092,-10840.9046,0.9927,0.9895,0.7773,0.9281,0.9449,"converged normally"
"data52",16.6273,8,57,0.0342,0.0147,0.0054,0.9996,0.9999,23303.847,22932.3783,-11409.1892,0.9923,0.9897,0.7744,0.9263,0.94,"converged normally"
"data53",4.1728,8,57,0.8412,0,0.0016,1.0002,1,23545.4208,23173.9522,-11529.9761,0.9926,0.9903,0.7828,0.9191,0.9368,"converged normally"
"data54",12.4505,8,57,0.1322,0.0105,0.002,0.9998,1,22061.1258,21689.6572,-10787.8286,0.9931,0.9901,0.7846,0.9231,0.9384,"converged normally"
"data55",8.0622,8,57,0.4274,0.0012,0.0017,1,1,25819.9752,25448.5066,-12667.2533,0.9929,0.9889,0.7724,0.9108,0.9288,"converged normally"
"data56",7.6789,8,57,0.4654,0,0.0013,1,1,20428.68,20057.2114,-9971.6057,0.993,0.9901,0.7837,0.9315,0.9471,"converged normally"
"data57",10.5014,8,57,0.2316,0.0079,0.0016,0.9999,1,21650.15,21278.6814,-10582.3407,0.993,0.9896,0.7846,0.9255,0.9414,"converged normally"
"data58",8.4041,8,57,0.395,0.0032,0.0022,1,1,23716.3816,23344.9129,-11615.4565,0.993,0.989,0.7808,0.9177,0.938,"converged normally"
"data59",9.564,8,57,0.297,0.0063,0.0015,0.9999,1,19962.7859,19591.3173,-9738.6587,0.9929,0.9896,0.7781,0.9355,0.951,"converged normally"
"data6",12.4675,8,57,0.1315,0.0106,0.0027,0.9998,1,26687.2351,26315.7665,-13100.8832,0.9921,0.9897,0.7711,0.9111,0.9264,"converged normally"
"data60",10.0531,8,57,0.2613,0.0072,0.0027,0.9999,1,25279.882,24908.4134,-12397.2067,0.9921,0.9891,0.7739,0.9157,0.9364,"converged normally"
"data7",5.3055,8,57,0.7245,0,0.0024,1.0001,1,25387.091,25015.6223,-12450.8112,0.9926,0.9904,0.7807,0.9096,0.9294,"converged normally"
"data8",6.0026,8,57,0.6469,0,0.0014,1.0001,1,26375.9034,26004.4348,-12945.2174,0.9923,0.9892,0.7705,0.9097,0.9311,"converged normally"
"data9",7.2485,8,57,0.5101,0,0.001,1,1,24838.9342,24467.4656,-12176.7328,0.9931,0.9906,0.7766,0.9112,0.9242,"converged normally"
