"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data28",31.1227,25,40,0.185,0.007,0.0026,0.9999,0.9999,-3676.7724,-3937.4522,2008.7261,0.9969,0.9948,0.987,0.9813,0.5882,"converged normally"
"data29",19.3371,25,40,0.7807,0,0.0034,1.0001,1,-5965.4106,-6226.0903,3153.0452,0.9966,0.9943,0.9857,0.9785,0.5781,"converged normally"
"data3",24.7659,25,40,0.4756,0,0.0028,1,1,-841.2957,-1101.9755,590.9877,0.9973,0.9956,0.9896,0.9846,0.5862,"converged normally"
"data30",20.8309,25,40,0.702,0,0.0026,1.0001,1,-2592.4462,-2853.1259,1466.563,0.9971,0.9951,0.9878,0.9813,0.6,"converged normally"
"data31",16.9217,25,40,0.8846,0,0.0031,1.0001,1,-1566.9529,-1827.6326,953.8163,0.9973,0.996,0.9898,0.985,0.5948,"converged normally"
"data32",28.3741,25,40,0.2909,0.0052,0.0031,1,1,-1658.8742,-1919.554,999.777,0.997,0.9956,0.9894,0.9842,0.6117,"converged normally"
"data33",46.0353,25,40,0.0064,0.013,0.002,0.9997,0.9998,-3930.8754,-4191.5552,2135.7776,0.997,0.9954,0.9887,0.9835,0.5977,"converged normally"
"data34",13.269,25,40,0.973,0,0.0019,1.0002,1,-2889.8408,-3150.5205,1615.2602,0.997,0.9955,0.9889,0.984,0.5878,"converged normally"
"data35",18.2121,25,40,0.8333,0,0.0021,1.0001,1,-1804.2532,-2064.9329,1072.4665,0.9971,0.9956,0.9892,0.984,0.6076,"converged normally"
"data36",30.7845,25,40,0.1963,0.0068,0.0043,0.9999,1,-1646.9986,-1907.6783,993.8391,0.9972,0.9955,0.9893,0.9839,0.5846,"converged normally"
"data37",25.0948,25,40,0.4571,9e-04,0.0026,1,1,-2518.031,-2778.7107,1429.3554,0.9969,0.9954,0.9892,0.9834,0.5699,"converged normally"
"data38",31.2361,25,40,0.1813,0.0071,0.002,0.9999,0.9999,-2033.153,-2293.8328,1186.9164,0.9971,0.9959,0.99,0.9854,0.6081,"converged normally"
"data39",26.1323,25,40,0.4006,0.003,0.0025,1,1,-1643.5544,-1904.2341,992.1171,0.9974,0.9958,0.99,0.9845,0.6031,"converged normally"
"data4",32.8352,25,40,0.1352,0.0079,0.004,0.9999,0.9999,-2994.8064,-3255.4861,1667.7431,0.997,0.9954,0.9888,0.9845,0.5836,"converged normally"
"data40",14.4872,25,40,0.9526,0,0.0034,1.0001,1,47.0696,-213.6101,146.805,0.9975,0.9963,0.9918,0.9873,0.5693,"converged normally"
"data41",39.1203,25,40,0.0358,0.0106,0.0078,0.9998,0.9999,2324.5419,2063.8622,-991.9311,0.9977,0.9966,0.9921,0.9887,0.6014,"converged normally"
"data42",19.7181,25,40,0.7615,0,0.0049,1.0001,1,-2860.9539,-3121.6336,1600.8168,0.997,0.9952,0.9889,0.9832,0.5835,"converged normally"
"data43",19.6158,25,40,0.7667,0,0.0031,1.0001,1,-1421.2688,-1681.9485,880.9742,0.9971,0.9957,0.9901,0.985,0.5796,"converged normally"
"data44",16.6724,25,40,0.8933,0,8e-04,1.0001,1,-2973.4206,-3234.1003,1657.0501,0.9969,0.9954,0.9891,0.9839,0.5824,"converged normally"
"data45",21.5104,25,40,0.6638,0,0.0045,1.0001,1,-3787.719,-4048.3987,2064.1994,0.9966,0.9948,0.9878,0.9824,0.5738,"converged normally"
"data46",30.4189,25,40,0.209,0.0066,0.0044,0.9999,1,-4281.8962,-4542.576,2311.288,0.9968,0.9952,0.9882,0.9821,0.5676,"converged normally"
"data47",21.3301,25,40,0.6741,0,0.0016,1.0001,1,1370.483,1109.8033,-514.9016,0.9974,0.9964,0.9921,0.9879,0.5803,"converged normally"
"data48",27.4236,25,40,0.3351,0.0044,0.0043,1,1,-2147.3019,-2407.9816,1243.9908,0.997,0.9953,0.989,0.9825,0.5902,"converged normally"
"data49",30.9498,25,40,0.1907,0.0069,0.0053,0.9999,1,-2523.0934,-2783.7731,1431.8866,0.997,0.9951,0.9887,0.9829,0.5719,"converged normally"
"data5",27.5709,25,40,0.328,0.0045,0.0027,1,1,1626.2443,1365.5646,-642.7823,0.9977,0.9967,0.9923,0.989,0.5814,"converged normally"
"data50",27.2069,25,40,0.3456,0.0042,0.0043,1,1,-3396.9103,-3657.59,1868.795,0.9966,0.9951,0.9886,0.9827,0.5787,"converged normally"
"data51",15.7432,25,40,0.9223,0,0.0018,1.0001,1,-4463.7389,-4724.4186,2402.2093,0.9966,0.9947,0.9865,0.9796,0.5889,"converged normally"
"data52",22.0126,25,40,0.635,0,0.0017,1,1,-2892.2338,-3152.9135,1616.4568,0.9971,0.9956,0.9903,0.9854,0.5677,"converged normally"
"data53",39.6384,25,40,0.0318,0.0108,0.0029,0.9998,0.9999,303.8305,43.1508,18.4246,0.9972,0.9959,0.9903,0.9858,0.6024,"converged normally"
"data54",23.0377,25,40,0.5754,0,0.0013,1,1,-767.4014,-1028.0811,554.0406,0.9972,0.996,0.9903,0.9853,0.5907,"converged normally"
"data55",23.4061,25,40,0.5539,0,0.002,1,1,-1736.6475,-1997.3272,1038.6636,0.9971,0.9955,0.9892,0.9841,0.5925,"converged normally"
"data56",18.663,25,40,0.813,0,0.002,1.0001,1,-5108.1601,-5368.8398,2724.4199,0.9965,0.9946,0.9873,0.9807,0.5774,"converged normally"
"data57",18.7594,25,40,0.8085,0,0.0013,1.0001,1,-2333.8742,-2594.5539,1337.277,0.997,0.9957,0.9896,0.9845,0.5765,"converged normally"
"data58",11.3285,25,40,0.9912,0,0.0013,1.0002,1,-5829.561,-6090.2407,3085.1204,0.9965,0.9937,0.9846,0.9767,0.5692,"converged normally"
"data59",32.7076,25,40,0.1385,0.0079,0.0021,0.9999,0.9999,-2201.2797,-2461.9594,1270.9797,0.997,0.9953,0.9892,0.9838,0.5659,"converged normally"
"data6",24.7895,25,40,0.4742,0,0.0044,1,1,-2831.0121,-3091.6918,1585.8459,0.9968,0.995,0.9881,0.9825,0.5882,"converged normally"
"data60",24.0148,25,40,0.5185,0,0.0052,1,1,-3065.9561,-3326.6358,1703.3179,0.997,0.9945,0.9866,0.9793,0.6021,"converged normally"
"data7",39.0095,25,40,0.0368,0.0106,0.0031,0.9998,0.9999,-4445.4407,-4706.1205,2393.0602,0.9967,0.995,0.9884,0.9819,0.5825,"converged normally"
"data8",30.5418,25,40,0.2046,0.0067,0.006,0.9999,1,-1901.8759,-2162.5557,1121.2778,0.9971,0.9955,0.9897,0.9843,0.5948,"converged normally"
"data9",26.5826,25,40,0.3771,0.0036,0.0021,1,1,-2425.2287,-2685.9084,1382.9542,0.9971,0.995,0.9876,0.9817,0.604,"converged normally"
